,Div,HomeTeam,AwayTeam,FTHG,FTAG,FTR,B365H,B365D,B365A,HomeTeamMatchDay,AwayTeamMatchDay,HomeTeamGoalsScoredLast5,AwayTeamGoalsScoredLast5,HomeTeamGoalsConcededLast5,AwayTeamGoalsConcededLast5,HomeTeamUnBeatenStreak,AwayTeamUnBeatenStreak,HomeTeamPoints,AwayTeamPoints,HomeTeamLostLast,AwayTeamLostLast,HomeTeamGameNumber,AwayTeamGameNumber,ScoredAtHomeTeam5,ScoredAwayTeam5,HomeTeamAtHomeTeamPoints,AwayTeamFromHomeTeamPoints
25753,D1,Bayern Munich,Duisburg,4.0,0.0,H,1.16,6.5,15.0,10,10,5.0,5.0,3.0,8.0,2,0,10.0,4.0,1.0,0.0,5,5,11.25,8.75,15.0,6.25
25754,SP1,Celta,Valencia,1.0,1.0,D,2.7,3.2,2.7,18,18,0.0,7.0,7.0,3.0,0,4,0.0,10.0,0.0,1.0,9,9,4.0,6.0,4.0,10.0
25755,SP1,Sp Gijon,Barcelona,0.0,1.0,A,13.0,6.5,1.2,20,20,6.0,14.0,8.0,1.0,0,19,4.0,13.0,0.0,1.0,11,11,4.0,14.0,7.0,13.0
25756,E0,Middlesbrough,Chelsea,3.0,0.0,H,7.5,4.33,1.4,25,26,7.0,9.0,16.0,4.0,0,13,4.0,11.0,0.0,1.0,14,13,5.0,9.0,2.0,13.0
25757,F1,Strasbourg,Monaco,0.0,0.0,D,3.0,2.87,2.25,29,29,10.0,4.0,3.0,5.0,2,2,10.0,4.0,1.0,1.0,14,15,11.0,6.0,13.0,11.0
25758,F1,Lorient,Valenciennes,2.0,0.0,H,2.0,3.2,4.0,9,9,8.0,8.0,4.0,7.0,5,3,9.0,5.0,1.0,1.0,5,5,8.75,3.75,10.0,6.25
25759,SP1,Osasuna,Sociedad,2.0,0.0,H,1.66,3.4,5.5,29,29,10.0,3.0,8.0,9.0,2,0,9.0,3.0,1.0,0.0,15,14,5.0,2.0,5.0,7.0
25760,SP1,Getafe,Granada,2.0,2.0,D,1.83,3.5,4.33,19,19,6.0,3.0,9.0,7.0,0,0,5.0,5.0,0.0,0.0,9,10,6.0,5.0,7.0,2.0
25761,SP1,Ath Bilbao,Betis,2.0,1.0,H,1.95,3.5,3.75,6,6,10.0,5.0,9.0,5.0,0,3,9.0,5.0,0.0,1.0,3,3,12.5,2.5,15.0,7.5
25762,SP1,Sociedad,Osasuna,1.0,2.0,A,2.1,3.25,3.0,11,11,7.0,8.0,6.0,5.0,0,2,10.0,12.0,0.0,1.0,6,5,11.0,2.5,13.0,15.0
25763,SP1,Barcelona,Villarreal,4.0,0.0,H,1.36,4.5,8.0,12,12,11.0,7.0,5.0,6.0,4,1,10.0,10.0,1.0,1.0,6,6,13.0,4.0,13.0,8.0
25764,SP1,Zaragoza,Santander,2.0,1.0,H,1.33,5.0,9.0,37,37,4.0,2.0,4.0,9.0,2,1,9.0,2.0,1.0,1.0,19,19,6.0,3.0,12.0,0.0
25765,SP1,Real Madrid,Gimnastic,2.0,0.0,H,1.3,4.75,10.0,27,27,7.0,7.0,6.0,8.0,5,3,7.0,7.0,1.0,1.0,13,14,2.0,4.0,5.0,7.0
25766,N1,Willem II,Sparta,0.0,0.0,D,1.83,3.4,3.75,8,8,4.0,6.0,5.0,3.0,0,0,7.0,10.0,0.0,0.0,4,4,3.3333333333333335,3.3333333333333335,5.0,10.0
25767,I1,Palermo,Chievo,1.0,0.0,H,2.3,3.2,3.3,12,12,4.0,4.0,8.0,7.0,0,1,4.0,2.0,0.0,1.0,7,6,5.0,7.0,2.0,7.0
25768,F1,Sochaux,Ajaccio,0.0,0.0,D,2.05,3.2,3.8,31,31,7.0,4.0,11.0,7.0,2,0,5.0,4.0,1.0,0.0,16,16,7.0,2.0,7.0,9.0
25769,F1,Toulouse,Valenciennes,0.0,0.0,D,1.7,3.25,6.0,25,25,8.0,5.0,1.0,2.0,9,7,13.0,9.0,1.0,1.0,13,13,10.0,4.0,11.0,11.0
25770,I1,Udinese,Atalanta,1.0,1.0,D,1.75,3.4,5.0,25,25,10.0,4.0,7.0,7.0,3,0,7.0,6.0,1.0,0.0,12,13,7.0,2.0,6.0,9.0
25771,D1,Bayern Munich,Dortmund,5.0,0.0,H,1.44,3.75,6.5,22,22,8.0,8.0,5.0,4.0,0,5,8.0,11.0,0.0,1.0,12,12,14.0,6.0,13.0,10.0
25772,E0,Crystal Palace,Man United,2.0,3.0,A,7.0,4.0,1.57,29,29,4.0,5.0,10.0,4.0,0,1,2.0,9.0,0.0,1.0,15,15,4.0,5.0,5.0,11.0
25773,N1,NAC Breda,Vitesse,1.0,2.0,A,2.5,3.25,2.4,25,25,4.0,10.0,9.0,5.0,1,2,3.0,10.0,1.0,1.0,12,12,7.0,6.0,5.0,9.0
25774,F1,Guingamp,Nice,2.0,5.0,A,2.79,3.1,2.7,29,29,4.0,5.0,6.0,6.0,0,3,6.0,5.0,0.0,1.0,15,14,4.0,6.0,5.0,12.0
25775,N1,AZ Alkmaar,Den Haag,3.0,1.0,H,1.16,5.5,13.0,19,19,10.0,11.0,4.0,9.0,1,0,12.0,9.0,1.0,0.0,10,10,14.0,6.0,13.0,6.0
25776,I1,Sassuolo,Verona,2.0,1.0,H,2.0,3.5,3.6,13,13,7.0,7.0,2.0,12.0,6,0,11.0,3.0,1.0,0.0,7,7,4.0,6.0,6.0,5.0
25777,SP1,Ath Madrid,Leganes,2.0,0.0,H,1.29,5.0,15.0,21,21,6.0,3.0,2.0,7.0,5,0,11.0,3.0,1.0,0.0,10,11,6.0,3.0,10.0,6.0
25778,F1,Istres,Bordeaux,0.0,1.0,A,2.7,2.87,2.5,28,28,4.0,3.0,4.0,5.0,3,1,6.0,5.0,1.0,1.0,14,15,2.0,4.0,4.0,8.0
25779,F1,Monaco,Valenciennes,1.0,1.0,D,2.15,2.88,4.0,36,36,6.0,4.0,7.0,7.0,0,0,7.0,4.0,0.0,0.0,19,18,8.0,1.0,7.0,12.0
25780,F1,Monaco,Paris SG,2.0,0.0,H,2.9,3.0,2.6,5,5,3.75,12.5,6.25,5.0,0,4,7.5,12.5,0.0,1.0,3,3,7.5,10.0,15.0,15.0
25781,SP1,Espanol,Sp Gijon,2.0,1.0,H,1.73,3.75,5.0,15,15,5.0,8.0,0.0,10.0,8,1,11.0,4.0,1.0,1.0,8,8,6.0,5.0,6.0,4.0
25782,SP1,Las Palmas,Real Madrid,0.0,3.0,A,10.0,6.0,1.25,30,30,3.0,15.0,6.0,6.0,1,3,3.0,12.0,1.0,1.0,15,15,5.0,12.0,7.0,12.0
25783,F1,Lyon,Toulouse,3.0,2.0,H,1.73,3.4,5.25,16,16,8.0,3.0,7.0,2.0,1,2,6.0,8.0,1.0,1.0,8,8,11.0,2.0,12.0,11.0
25784,E0,Man City,Portsmouth,0.0,0.0,D,2.2,3.1,3.1,2,2,0.0,15.0,15.0,0.0,0,1,0.0,15.0,0.0,1.0,1,1,0.0,0.0,1.0,3.0
25785,D1,Leverkusen,Hamburg,4.0,0.0,H,1.36,5.0,8.5,27,27,11.0,2.0,2.0,7.0,5,0,13.0,2.0,1.0,0.0,14,14,10.0,4.0,8.0,5.0
25786,SP1,Espanol,Mallorca,3.0,2.0,H,2.0,3.4,3.75,20,20,7.0,4.0,8.0,10.0,1,0,8.0,4.0,1.0,0.0,11,11,5.0,4.0,7.0,2.0
25787,N1,PSV Eindhoven,Sparta,1.0,1.0,D,1.14,7.5,17.0,24,24,8.0,4.0,1.0,4.0,23,1,13.0,5.0,1.0,1.0,13,12,12.0,4.0,15.0,2.0
25788,F1,Angers,Rennes,1.0,2.0,A,2.1,3.2,3.79,15,15,3.0,6.0,12.0,3.0,0,1,2.0,12.0,0.0,1.0,7,8,4.0,7.0,2.0,9.0
25789,D1,Freiburg,Hannover,1.0,1.0,D,2.8,3.25,2.6,5,5,1.25,6.25,10.0,1.25,0,4,2.5,12.5,0.0,1.0,3,3,0.0,5.0,5.0,15.0
25790,F1,Nice,Marseille,1.0,3.0,A,3.6,3.2,2.1,15,14,7.0,10.0,2.0,7.0,0,0,12.0,8.0,0.0,0.0,8,8,10.0,12.0,12.0,10.0
25791,E0,Sunderland,Reading,3.0,0.0,H,2.0,3.5,3.75,16,16,7.0,7.0,10.0,10.0,0,0,4.0,3.0,0.0,0.0,8,9,4.0,3.0,2.0,5.0
25792,SP1,Ath Madrid,Espanol,0.0,0.0,D,1.83,3.3,4.33,32,32,8.0,9.0,1.0,11.0,0,0,10.0,7.0,0.0,0.0,16,17,9.0,6.0,13.0,10.0
25793,N1,Heracles,Ajax,2.0,1.0,H,7.0,4.33,1.44,1,1,2.0,1.0,1.0,2.0,0,0,3.0,0.0,,,1,1,2.0,1.0,3.0,3.0
25794,E0,Everton,Birmingham,0.0,0.0,D,2.1,3.25,3.4,36,36,3.0,5.0,9.0,5.0,0,1,2.0,8.0,0.0,1.0,18,18,10.0,2.0,10.0,8.0
25795,I1,Sassuolo,Roma,0.0,1.0,A,4.0,3.8,1.85,38,38,6.0,10.0,5.0,2.0,2,6,12.0,13.0,1.0,1.0,19,19,6.0,7.0,9.0,9.0
25796,D1,Stuttgart,Hannover,2.0,0.0,H,1.8,3.5,4.5,3,3,7.5,0.0,7.5,7.5,0,1,7.5,2.5,0.0,1.0,2,2,0.0,0.0,0.0,5.0
25797,SP1,Ath Bilbao,Villarreal,3.0,2.0,H,2.63,3.25,2.63,3,3,5.0,5.0,0.0,5.0,2,2,15.0,5.0,1.0,1.0,2,2,5.0,5.0,15.0,5.0
25798,D1,Mainz,Hertha,0.0,2.0,A,1.91,3.6,4.0,20,20,8.0,5.0,4.0,12.0,2,0,6.0,4.0,1.0,0.0,10,10,10.0,9.0,5.0,6.0
25799,N1,Twente,Sparta,6.0,2.0,H,1.22,5.25,10.0,14,14,9.0,13.0,7.0,10.0,3,3,7.0,7.0,1.0,1.0,7,7,12.0,6.0,10.0,10.0
25800,E0,Man City,Portsmouth,2.0,1.0,H,1.61,3.6,5.5,4,4,6.666666666666667,3.3333333333333335,3.3333333333333335,8.333333333333334,3,1,11.666666666666666,1.6666666666666667,1.0,1.0,2,2,0.0,5.0,5.0,0.0
25801,SP1,Getafe,Betis,0.0,1.0,A,1.95,3.5,3.75,30,30,6.0,8.0,6.0,3.0,1,2,6.0,10.0,1.0,1.0,16,15,8.0,8.0,8.0,7.0
25802,N1,Heracles,Sparta,2.0,0.0,H,2.25,3.4,2.87,19,18,5.0,6.0,6.0,14.0,0,0,6.0,6.0,0.0,0.0,10,10,4.0,7.0,7.0,7.0
25803,SP1,Malaga,Ath Bilbao,0.0,0.0,D,2.5,3.25,2.8,2,2,0.0,5.0,20.0,15.0,0,0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,1.0,0.0
25804,I1,Atalanta,Inter,1.0,1.0,D,2.6,3.1,2.75,37,37,8.0,11.0,6.0,8.0,4,4,10.0,12.0,1.0,1.0,19,19,9.0,7.0,11.0,10.0
25805,D1,Wolfsburg,Hamburg,2.0,0.0,H,1.57,4.2,5.25,11,11,12.0,4.0,2.0,6.0,5,1,15.0,7.0,1.0,1.0,6,6,12.0,1.0,13.0,5.0
25806,I1,Cagliari,Juventus,0.0,1.0,A,10.0,5.0,1.33,20,20,5.0,8.0,6.0,1.0,1,6,5.0,13.0,1.0,1.0,10,10,7.0,11.0,7.0,10.0
25807,SP1,Sociedad,Real Madrid,1.0,3.0,A,5.0,4.0,1.67,4,4,16.666666666666668,10.0,6.666666666666667,5.0,3,3,15.0,8.333333333333334,1.0,1.0,2,2,15.0,15.0,15.0,5.0
25808,E0,Sunderland,Birmingham,3.0,1.0,H,2.2,3.2,3.5,30,30,6.0,6.0,4.0,7.0,3,3,6.0,7.0,1.0,1.0,16,15,6.0,4.0,7.0,9.0
25809,SP1,Ath Madrid,Valencia,1.0,0.0,H,2.2,3.5,3.1,36,36,12.0,10.0,8.0,7.0,3,1,12.0,10.0,1.0,1.0,18,18,14.0,7.0,12.0,8.0
25810,N1,Zwolle,Den Haag,2.0,1.0,H,2.3,3.4,3.0,8,8,2.0,5.0,13.0,12.0,0,0,1.0,4.0,0.0,0.0,5,5,1.25,7.5,1.25,5.0
25811,I1,Lazio,Torino,3.0,3.0,D,1.8,3.3,4.75,34,34,8.0,10.0,9.0,6.0,0,3,7.0,12.0,0.0,1.0,17,17,9.0,6.0,10.0,6.0
25812,N1,Cambuur,Zwolle,3.0,1.0,H,2.1,3.4,3.4,24,24,8.0,9.0,7.0,6.0,1,4,7.0,10.0,1.0,1.0,12,12,9.0,5.0,9.0,5.0
25813,N1,Heracles,Feyenoord,0.0,1.0,A,4.33,4.0,1.73,3,3,10.0,17.5,5.0,0.0,2,2,10.0,15.0,1.0,1.0,2,2,15.0,25.0,15.0,15.0
25814,I1,Parma,Udinese,2.0,0.0,H,2.6,3.0,2.87,25,25,7.0,8.0,8.0,11.0,3,0,4.0,4.0,1.0,0.0,13,13,7.0,6.0,7.0,2.0
25815,SP1,Ath Bilbao,Betis,1.0,0.0,H,3.0,3.2,2.4,35,35,6.0,6.0,6.0,8.0,3,0,7.0,6.0,1.0,0.0,18,18,7.0,8.0,6.0,5.0
25816,I1,Palermo,Catania,3.0,1.0,H,2.4,3.2,3.0,14,14,5.0,8.0,9.0,4.0,0,4,5.0,8.0,0.0,1.0,7,7,9.0,2.0,9.0,10.0
25817,E0,Chelsea,West Ham,1.0,0.0,H,1.25,5.5,13.0,15,14,13.0,10.0,1.0,3.0,7,5,13.0,9.0,1.0,1.0,7,7,8.0,9.0,9.0,8.0
25818,I1,Lecce,Roma,4.0,2.0,H,4.0,3.5,1.91,31,31,3.0,9.0,5.0,6.0,3,1,4.0,9.0,1.0,1.0,16,16,7.0,4.0,7.0,12.0
25819,N1,Cambuur,Nijmegen,3.0,1.0,H,3.1,3.25,2.3,16,16,5.0,9.0,15.0,5.0,0,1,1.0,10.0,0.0,1.0,9,8,6.0,5.0,4.0,13.0
25820,N1,Groningen,Utrecht,2.0,0.0,H,1.65,3.6,5.0,2,2,20.0,5.0,0.0,25.0,1,0,15.0,0.0,1.0,0.0,1,1,2.0,0.0,3.0,0.0
25821,E0,Aston Villa,Middlesbrough,1.0,1.0,D,1.8,3.3,4.5,14,14,5.0,2.0,4.0,3.0,3,2,8.0,7.0,1.0,1.0,7,7,8.0,2.0,11.0,9.0
25822,F1,St Etienne,Lille,2.0,1.0,H,2.3,2.87,3.4,35,35,3.0,4.0,6.0,10.0,1,0,4.0,3.0,1.0,0.0,18,18,7.0,3.0,6.0,6.0
25823,I1,Catania,Palermo,2.0,0.0,H,2.5,3.0,3.0,7,7,5.0,9.0,4.0,5.0,4,2,8.0,12.0,1.0,1.0,4,4,5.0,6.666666666666667,15.0,15.0
25824,E0,Sunderland,West Brom,2.0,2.0,D,2.25,3.4,3.2,7,7,6.0,2.0,5.0,6.0,0,1,4.0,4.0,0.0,1.0,4,4,8.333333333333334,3.3333333333333335,5.0,1.6666666666666667
25825,SP1,Barcelona,Villarreal,3.0,0.0,H,1.3,5.5,10.0,11,11,13.0,4.0,6.0,4.0,3,2,12.0,7.0,1.0,1.0,6,6,15.0,5.0,15.0,12.0
25826,N1,NAC Breda,Sparta,3.0,1.0,H,1.95,3.4,3.6,25,25,9.0,8.0,5.0,7.0,0,2,9.0,8.0,0.0,1.0,13,13,12.0,7.0,13.0,8.0
25827,N1,Twente,Feyenoord,0.0,0.0,D,1.95,3.6,3.6,4,4,6.666666666666667,5.0,6.666666666666667,5.0,3,0,5.0,6.666666666666667,1.0,0.0,2,2,10.0,5.0,5.0,5.0
25828,N1,Den Haag,Twente,1.0,1.0,D,3.5,3.4,2.05,24,24,2.0,5.0,11.0,4.0,0,2,0.0,10.0,0.0,1.0,12,12,2.0,6.0,3.0,7.0
25829,E0,Bolton,QPR,2.0,1.0,H,2.5,3.25,2.88,28,28,1.0,6.0,9.0,9.0,0,1,1.0,2.0,0.0,1.0,14,14,5.0,5.0,5.0,3.0
25830,D1,Werder Bremen,Hoffenheim,1.0,1.0,D,2.6,3.39,2.75,18,18,5.0,6.0,6.0,7.0,1,0,7.0,6.0,1.0,0.0,9,9,7.0,5.0,7.0,8.0
25831,D1,Ein Frankfurt,Hertha,3.0,3.0,D,2.25,3.2,3.4,5,5,6.25,7.5,2.5,5.0,2,0,11.25,11.25,1.0,0.0,3,3,7.5,5.0,15.0,15.0
25832,D1,Mainz,Stuttgart,0.0,0.0,D,2.05,3.6,3.5,16,16,10.0,4.0,5.0,13.0,5,1,11.0,4.0,1.0,1.0,9,8,5.0,9.0,6.0,6.0
25833,D1,Leverkusen,Ein Frankfurt,1.0,1.0,D,1.5,4.0,7.0,25,25,6.0,3.0,6.0,5.0,0,2,4.0,5.0,0.0,1.0,13,13,5.0,2.0,2.0,5.0
25834,F1,Toulouse,Marseille,1.0,1.0,D,3.6,3.1,2.15,28,27,2.0,14.0,3.0,4.0,0,5,5.0,13.0,0.0,1.0,14,15,2.0,6.0,5.0,13.0
25835,E0,Tottenham,Stoke,2.0,2.0,D,1.8,3.75,5.0,2,2,0.0,0.0,5.0,5.0,0,0,0.0,0.0,0.0,0.0,1,1,2.0,2.0,1.0,0.0
25836,F1,St Etienne,Montpellier,1.0,0.0,H,1.75,3.4,5.5,34,34,9.0,4.0,5.0,3.0,8,1,11.0,7.0,1.0,1.0,17,17,10.0,2.0,11.0,9.0
25837,I1,Parma,Chievo,0.0,1.0,A,2.6,3.1,2.9,22,22,4.0,3.0,10.0,7.0,0,0,3.0,2.0,0.0,0.0,12,11,3.0,5.0,4.0,5.0
25838,N1,Ajax,Willem II,4.0,0.0,H,1.17,6.0,15.0,10,10,18.0,7.0,2.0,10.0,6,1,13.0,4.0,1.0,1.0,5,5,16.25,3.75,12.5,7.5
25839,D1,Dortmund,Cottbus,1.0,1.0,D,1.57,3.75,6.5,20,20,4.0,7.0,5.0,8.0,0,1,6.0,7.0,0.0,1.0,11,11,8.0,5.0,9.0,9.0
25840,I1,Reggina,Lazio,1.0,1.0,D,3.0,3.0,2.5,6,6,3.0,6.0,11.0,5.0,0,1,2.0,6.0,0.0,1.0,3,3,2.5,2.5,2.5,5.0
25841,SP1,Barcelona,Sevilla,4.0,0.0,H,1.33,5.0,8.5,18,18,12.0,5.0,2.0,7.0,17,0,13.0,4.0,1.0,0.0,9,9,13.0,6.0,13.0,6.0
25842,SP1,Sevilla,Espanol,2.0,3.0,A,1.44,4.0,8.5,4,5,15.0,5.0,6.666666666666667,6.25,0,0,10.0,5.0,0.0,0.0,3,3,20.0,7.5,15.0,7.5
25843,I1,Palermo,Messina,2.0,1.0,H,1.72,3.2,4.5,30,30,11.0,3.0,12.0,1.0,1,3,8.0,8.0,1.0,1.0,15,16,7.0,6.0,9.0,8.0
25844,I1,Inter,Fiorentina,2.0,0.0,H,1.61,3.6,6.0,33,33,7.0,7.0,5.0,6.0,2,1,8.0,9.0,1.0,1.0,17,17,8.0,4.0,10.0,15.0
25845,I1,Milan,Genoa,1.0,0.0,H,1.5,4.0,7.0,9,9,6.0,5.0,7.0,6.0,0,0,4.0,6.0,0.0,0.0,5,4,2.5,5.0,3.75,6.666666666666667
25846,N1,Excelsior,Ajax,0.0,2.0,A,5.75,4.5,1.5,6,6,5.0,14.0,8.0,2.0,0,5,4.0,13.0,0.0,1.0,3,4,12.5,11.666666666666666,10.0,15.0
25847,I1,Catania,Inter,3.0,1.0,H,4.33,3.25,1.91,28,28,7.0,4.0,3.0,3.0,2,12,8.0,7.0,1.0,1.0,14,14,9.0,7.0,11.0,13.0
25848,E0,Blackburn,Aston Villa,1.0,2.0,A,2.0,3.2,3.75,32,32,7.0,2.0,8.0,5.0,0,2,6.0,3.0,0.0,1.0,16,16,8.0,4.0,9.0,8.0
25849,SP1,Mallorca,Ath Madrid,1.0,1.0,D,3.4,3.4,2.1,18,18,3.0,12.0,9.0,6.0,1,1,4.0,9.0,1.0,1.0,9,9,4.0,3.0,1.0,15.0
25850,F1,Dijon,Lyon,1.0,2.0,A,4.75,3.4,1.8,5,5,5.0,8.75,8.75,5.0,2,4,7.5,10.0,1.0,1.0,3,3,7.5,10.0,7.5,10.0
25851,N1,Utrecht,Zwolle,1.0,0.0,H,1.73,3.5,5.0,19,19,12.0,11.0,5.0,10.0,5,1,13.0,7.0,1.0,1.0,9,9,13.0,10.0,11.0,4.0
25852,N1,Heerenveen,Vitesse,0.0,3.0,A,1.72,3.4,4.0,12,12,10.0,8.0,4.0,9.0,5,2,13.0,6.0,1.0,1.0,6,6,11.0,14.0,12.0,5.0
25853,I1,Genoa,Verona,3.0,1.0,H,1.44,4.2,8.5,34,34,5.0,1.0,4.0,9.0,0,0,8.0,3.0,0.0,0.0,17,17,6.0,0.0,10.0,9.0
25854,SP1,Valencia,Tenerife,1.0,0.0,H,2.2,3.6,3.0,38,38,6.0,9.0,5.0,12.0,0,1,9.0,7.0,0.0,1.0,19,19,10.0,5.0,15.0,11.0
25855,D1,Hertha,Hoffenheim,0.0,2.0,A,2.5,3.25,2.8,24,24,5.0,5.0,3.0,10.0,2,1,6.0,4.0,1.0,1.0,12,13,4.0,2.0,4.0,5.0
25856,F1,Nice,Monaco,0.0,1.0,A,3.2,3.0,2.38,26,25,4.0,2.0,2.0,1.0,6,0,9.0,8.0,1.0,0.0,14,13,6.0,4.0,8.0,11.0
25857,F1,Bordeaux,Evian Thonon Gaillard,2.0,1.0,H,1.7,3.5,5.25,25,26,2.0,4.0,5.0,7.0,0,3,3.0,4.0,0.0,1.0,13,13,9.0,2.0,12.0,5.0
25858,F1,Sochaux,Lille,0.0,1.0,A,5.0,3.5,1.73,24,24,1.0,12.0,5.0,11.0,1,1,2.0,7.0,1.0,1.0,12,12,3.0,4.0,4.0,11.0
25859,N1,Twente,Groningen,3.0,1.0,H,1.72,3.4,4.33,20,20,9.0,11.0,6.0,5.0,11,5,9.0,15.0,1.0,1.0,10,10,8.0,9.0,11.0,13.0
25860,SP1,Malaga,Valencia,2.0,0.0,H,2.2,3.4,3.3,33,33,3.0,11.0,4.0,7.0,0,4,7.0,10.0,0.0,1.0,16,17,6.0,6.0,6.0,11.0
25861,F1,Lille,Nancy,3.0,2.0,H,1.45,4.33,6.5,38,38,4.0,5.0,6.0,4.0,3,0,5.0,6.0,1.0,0.0,19,19,6.0,3.0,8.0,8.0
25862,N1,Waalwijk,PSV Eindhoven,2.0,1.0,H,5.5,3.8,1.62,29,29,3.0,10.0,4.0,12.0,1,1,9.0,6.0,1.0,1.0,15,15,4.0,3.0,12.0,12.0
25863,E0,Tottenham,Burnley,1.0,1.0,D,1.25,6.5,15.0,3,3,7.5,7.5,5.0,7.5,0,0,7.5,7.5,0.0,0.0,2,2,5.0,15.0,0.0,0.0
25864,SP1,Leganes,Celta,0.0,2.0,A,2.3,3.1,3.4,20,20,4.0,5.0,6.0,7.0,2,0,4.0,6.0,1.0,0.0,10,10,3.0,7.0,6.0,12.0
25865,I1,Fiorentina,Sampdoria,2.0,0.0,H,1.73,3.6,5.25,29,29,6.0,8.0,8.0,2.0,2,5,8.0,13.0,1.0,1.0,14,15,11.0,8.0,11.0,9.0
25866,D1,Bielefeld,Wolfsburg,1.0,2.0,A,2.37,3.2,2.6,34,34,5.0,4.0,8.0,6.0,1,1,5.0,5.0,1.0,1.0,17,17,7.0,4.0,6.0,9.0
25867,I1,Cesena,Juventus,2.0,2.0,D,15.0,6.0,1.22,23,23,7.0,12.0,9.0,2.0,0,13,6.0,13.0,0.0,1.0,12,12,6.0,9.0,3.0,11.0
25868,I1,Livorno,Palermo,1.0,2.0,A,3.1,3.1,2.4,8,8,0.0,7.0,5.0,6.0,1,3,2.0,6.0,1.0,1.0,4,4,0.0,1.6666666666666667,3.3333333333333335,8.333333333333334
25869,SP1,Valladolid,Almeria,2.0,0.0,H,2.1,3.3,3.5,4,4,3.3333333333333335,10.0,6.666666666666667,5.0,0,3,5.0,11.666666666666666,0.0,1.0,2,2,10.0,15.0,15.0,5.0
25870,F1,Caen,Guingamp,1.0,1.0,D,2.38,3.1,3.3,14,14,3.0,9.0,8.0,5.0,0,5,3.0,11.0,0.0,1.0,7,8,4.0,7.0,9.0,10.0
25871,F1,Bordeaux,Montpellier,4.0,2.0,H,2.25,3.1,3.4,32,32,3.0,6.0,4.0,5.0,0,1,5.0,7.0,0.0,1.0,16,16,4.0,4.0,7.0,13.0
25872,E0,Man City,Sunderland,2.0,1.0,H,1.4,4.33,7.5,28,28,6.0,1.0,6.0,9.0,0,0,6.0,1.0,0.0,0.0,15,14,9.0,2.0,9.0,1.0
25873,I1,Torino,Catania,1.0,1.0,D,1.8,3.0,5.75,12,12,6.0,6.0,4.0,4.0,1,0,8.0,8.0,1.0,0.0,6,6,6.0,5.0,8.0,10.0
25874,E0,Sunderland,Arsenal,1.0,1.0,D,6.0,3.75,1.62,7,7,6.0,11.0,7.0,4.0,0,0,7.0,9.0,0.0,0.0,4,4,3.3333333333333335,11.666666666666666,5.0,10.0
25875,I1,Roma,Empoli,3.0,1.0,H,1.4,4.75,8.0,8,8,14.0,5.0,7.0,6.0,2,1,10.0,7.0,1.0,1.0,4,4,15.0,5.0,11.666666666666666,1.6666666666666667
25876,I1,Verona,Lazio,1.0,2.0,A,3.75,3.4,2.05,6,6,4.0,6.0,7.0,10.0,0,1,3.0,9.0,0.0,1.0,3,3,7.5,0.0,5.0,15.0
25877,I1,Catania,Bologna,1.0,0.0,H,2.0,3.2,4.0,18,17,5.0,7.0,8.0,7.0,1,0,4.0,7.0,1.0,0.0,9,9,3.0,4.0,4.0,9.0
25878,SP1,Zaragoza,Espanol,3.0,3.0,D,2.3,3.3,3.1,15,15,6.0,6.0,8.0,4.0,0,10,4.0,9.0,0.0,1.0,8,8,12.0,10.0,10.0,11.0
25879,E0,Chelsea,Fulham,3.0,2.0,H,1.2,5.5,17.0,18,18,9.0,6.0,0.0,6.0,5,1,15.0,7.0,1.0,1.0,10,10,14.0,3.0,15.0,13.0
25880,D1,Kaiserslautern,Dortmund,1.0,0.0,H,2.6,3.2,2.4,13,13,4.0,2.0,7.0,5.0,2,0,5.0,6.0,1.0,0.0,7,7,6.0,4.0,7.0,6.0
25881,I1,Sampdoria,Genoa,0.0,0.0,D,2.05,3.1,4.0,4,4,3.3333333333333335,1.6666666666666667,5.0,6.666666666666667,0,2,6.666666666666667,3.3333333333333335,0.0,1.0,2,2,0.0,0.0,5.0,0.0
25882,N1,Willem II,Twente,1.0,3.0,A,6.0,3.6,1.53,15,15,6.0,11.0,10.0,3.0,1,14,7.0,15.0,1.0,1.0,8,7,10.0,9.0,8.0,15.0
25883,D1,Werder Bremen,Schalke 04,3.0,0.0,H,3.0,3.5,2.3,27,27,13.0,8.0,4.0,6.0,6,3,13.0,8.0,1.0,1.0,14,13,7.0,6.0,6.0,8.0
25884,SP1,Celta,Malaga,0.0,1.0,A,2.25,3.25,3.2,1,1,0.0,1.0,1.0,0.0,0,0,0.0,3.0,,,1,1,0.0,1.0,0.0,1.0
25885,SP1,Mallorca,Celta,2.0,2.0,D,2.37,3.0,3.1,13,13,5.0,6.0,7.0,6.0,1,2,7.0,7.0,1.0,1.0,7,7,3.0,6.0,5.0,4.0
25886,E0,Arsenal,Bolton,1.0,1.0,D,1.5,4.0,6.0,25,24,11.0,6.0,4.0,4.0,1,5,7.0,7.0,1.0,1.0,13,13,13.0,6.0,7.0,9.0
25887,N1,Sparta Rotterdam,PSV Eindhoven,1.0,2.0,A,7.0,5.25,1.36,23,23,4.0,11.0,7.0,2.0,0,7,3.0,15.0,0.0,1.0,12,12,4.0,9.0,3.0,15.0
