,B365H,B365D,B365A,H,D,A,HomeTeamAtHomeTeamPoints,AwayTeamFromHomeTeamPoints,ScoredAtHomeTeam5,ScoredAwayTeam5,HomeTeamPoints,AwayTeamPoints,HomeTeamUnBeatenStreak,AwayTeamUnBeatenStreak,HomeTeamGoalsScoredLast5,AwayTeamGoalsScoredLast5,HomeTeamGoalsConcededLast5,AwayTeamGoalsConcededLast5,HomeTeamLostLast,AwayTeamLostLast
1936,1.75,3.2,4.5,1,0,0,15.0,9.0,21.0,9.0,11.0,9.0,7,1,13.0,10.0,3.0,8.0,1.0,1.0
1937,1.66,3.2,5.0,0,1,0,12.5,1.25,5.0,3.75,9.0,3.0,7,0,6.0,2.0,4.0,8.0,1.0,0.0
1938,1.75,3.6,4.6,0,0,1,5.0,6.0,6.0,6.0,2.0,8.0,0,0,6.0,7.0,9.0,8.0,0.0,0.0
1939,1.83,3.4,4.5,0,1,0,13.0,12.0,8.0,5.0,8.0,7.0,2,0,6.0,7.0,4.0,6.0,1.0,0.0
1940,1.83,2.87,4.5,1,0,0,8.333333333333334,12.5,5.0,3.75,8.0,9.0,0,1,7.0,6.0,7.0,6.0,0.0,1.0
1941,1.72,3.2,5.5,1,0,0,11.0,5.0,9.0,4.0,7.0,5.0,0,1,4.0,6.0,7.0,7.0,0.0,1.0
1942,1.66,3.6,5.0,1,0,0,15.0,13.0,13.0,10.0,10.0,13.0,4,5,9.0,14.0,4.0,5.0,1.0,1.0
1943,1.75,3.6,5.0,0,1,0,8.75,0.0,8.75,1.25,5.0,3.0,0,0,9.0,6.0,13.0,10.0,0.0,0.0
1944,1.75,3.75,4.5,1,0,0,8.0,6.0,6.0,4.0,8.0,6.0,4,2,7.0,5.0,7.0,9.0,1.0,1.0
1945,1.7,3.2,4.75,1,0,0,8.0,8.0,5.0,3.0,8.0,8.0,1,3,5.0,5.0,4.0,6.0,1.0,1.0
1946,1.8,3.6,4.5,1,0,0,11.0,6.0,9.0,7.0,5.0,7.0,0,1,6.0,7.0,11.0,6.0,0.0,1.0
1947,1.72,3.0,5.0,0,0,1,13.0,5.0,7.0,8.0,9.0,5.0,6,2,5.0,7.0,2.0,8.0,1.0,1.0
1948,1.91,3.1,4.6,1,0,0,10.0,4.0,9.0,4.0,10.0,6.0,4,0,9.0,3.0,4.0,7.0,1.0,0.0
1949,1.62,3.75,5.5,1,0,0,9.0,10.0,11.0,5.0,5.0,10.0,3,2,8.0,5.0,12.0,3.0,1.0,1.0
1950,1.85,3.3,4.5,1,0,0,4.0,6.0,3.0,6.0,2.0,2.0,0,0,3.0,3.0,6.0,9.0,0.0,0.0
1951,1.67,4.0,5.0,0,1,0,12.0,9.0,13.0,8.0,9.0,4.0,0,2,8.0,5.0,5.0,12.0,0.0,1.0
1952,1.83,3.3,4.75,0,0,1,6.0,8.0,3.0,4.0,4.0,9.0,0,2,3.0,5.0,7.0,5.0,0.0,1.0
1953,1.66,3.4,5.5,1,0,0,15.0,11.0,11.0,7.0,15.0,7.0,7,3,11.0,6.0,0.0,7.0,1.0,1.0
1954,1.8,3.25,5.0,0,1,0,9.0,8.0,8.0,3.0,7.0,5.0,0,1,4.0,4.0,4.0,4.0,0.0,1.0
1955,1.67,3.5,5.25,0,1,0,13.0,11.0,9.0,4.0,4.0,6.0,0,2,2.0,6.0,4.0,5.0,0.0,1.0
1956,1.57,4.0,5.5,1,0,0,9.0,8.0,10.0,5.0,6.0,8.0,3,3,6.0,8.0,7.0,8.0,1.0,1.0
1957,1.75,3.4,5.0,1,0,0,8.0,4.0,6.0,5.0,9.0,5.0,1,1,4.0,8.0,5.0,9.0,1.0,1.0
1958,1.9,3.1,4.5,0,1,0,13.0,6.0,10.0,4.0,9.0,9.0,2,6,10.0,5.0,10.0,3.0,1.0,1.0
1959,1.57,3.25,5.5,0,0,1,11.0,10.0,12.0,3.0,12.0,7.0,2,0,8.0,7.0,5.0,7.0,1.0,0.0
1960,1.8,3.6,4.5,1,0,0,8.0,8.0,8.0,3.0,4.0,7.0,0,0,6.0,7.0,6.0,9.0,0.0,0.0
1961,1.67,4.2,4.75,1,0,0,9.0,3.0,7.0,5.0,11.0,3.0,5,0,9.0,11.0,5.0,15.0,1.0,0.0
1962,1.73,3.5,5.0,1,0,0,11.0,6.0,7.0,3.0,6.0,11.0,0,5,6.0,6.0,10.0,3.0,0.0,1.0
1963,1.62,3.75,5.5,0,0,1,11.0,11.0,12.0,2.0,8.0,10.0,1,3,9.0,5.0,6.0,2.0,1.0,1.0
1964,1.61,3.2,5.5,1,0,0,13.0,6.0,5.0,2.0,13.0,3.0,7,0,5.0,2.0,1.0,8.0,1.0,0.0
1965,1.85,3.1,5.0,0,1,0,12.0,7.0,8.0,3.0,6.0,3.0,0,0,5.0,4.0,9.0,8.0,0.0,0.0
1966,1.83,3.25,4.75,0,1,0,6.0,6.0,7.0,4.0,9.0,5.0,2,2,8.0,4.0,5.0,5.0,1.0,1.0
1967,1.57,3.25,5.5,1,0,0,13.0,5.0,9.0,5.0,12.0,5.0,0,2,9.0,7.0,2.0,7.0,0.0,1.0
1968,1.8,3.4,4.75,0,0,1,10.0,10.0,6.25,6.25,7.0,8.0,0,3,4.0,8.0,8.0,6.0,0.0,1.0
1969,1.7,3.8,5.0,0,0,1,11.0,9.0,9.0,4.0,7.0,8.0,0,3,7.0,5.0,6.0,7.0,0.0,1.0
1970,1.73,3.75,4.75,1,0,0,5.0,13.0,4.0,8.0,8.0,11.0,0,9,9.0,14.0,3.0,7.0,0.0,1.0
1971,1.8,3.75,5.0,0,0,1,13.0,7.0,10.0,3.0,10.0,7.0,0,2,8.0,5.0,4.0,7.0,0.0,1.0
1972,1.73,3.75,4.5,1,0,0,5.0,9.0,6.0,5.0,8.0,5.0,4,1,8.0,4.0,6.0,7.0,1.0,1.0
1973,1.73,3.9,5.25,1,0,0,7.0,9.0,8.0,4.0,2.0,7.0,1,1,9.0,7.0,12.0,9.0,1.0,1.0
1974,1.75,3.75,4.75,1,0,0,7.0,11.0,8.0,1.0,7.0,7.0,1,6,9.0,6.0,8.0,3.0,1.0,1.0
1975,1.75,3.4,4.75,0,1,0,3.0,3.0,3.0,5.0,3.0,4.0,3,2,6.0,5.0,8.0,7.0,1.0,1.0
1976,1.61,3.6,5.5,1,0,0,10.0,11.0,11.0,7.0,8.0,11.0,2,5,9.0,11.0,7.0,8.0,1.0,1.0
1977,1.91,3.3,4.5,1,0,0,7.0,6.0,5.0,7.0,9.0,5.0,9,0,7.0,6.0,5.0,10.0,1.0,0.0
1978,1.62,4.2,4.75,0,1,0,9.0,6.0,8.0,5.0,4.0,1.0,0,0,5.0,4.0,12.0,15.0,0.0,0.0
1979,1.62,3.75,5.5,1,0,0,9.0,12.0,11.0,7.0,9.0,10.0,2,4,14.0,7.0,4.0,5.0,1.0,1.0
1980,1.85,3.25,5.0,1,0,0,10.0,7.0,12.0,4.0,8.0,5.0,0,0,9.0,7.0,2.0,8.0,0.0,0.0
1981,1.72,3.4,5.0,0,1,0,12.5,8.75,8.75,7.5,7.0,8.0,8,2,5.0,7.0,3.0,7.0,1.0,1.0
1982,1.8,3.7,4.5,0,0,1,15.0,3.0,12.0,8.0,12.0,3.0,3,0,12.0,7.0,5.0,13.0,1.0,0.0
1983,1.62,4.0,5.0,1,0,0,4.0,4.0,4.0,2.0,3.0,6.0,0,1,4.0,5.0,13.0,12.0,0.0,1.0
1984,1.8,3.5,4.5,1,0,0,8.0,6.0,11.0,4.0,8.0,5.0,3,5,10.0,5.0,7.0,5.0,1.0,1.0
1985,1.83,3.7,4.8,1,0,0,9.0,5.0,10.0,1.0,9.0,4.0,0,0,10.0,4.0,8.0,6.0,0.0,0.0
1986,1.62,3.8,5.5,0,1,0,8.0,4.0,9.0,3.0,8.0,8.0,0,3,5.0,8.0,4.0,5.0,0.0,1.0
1987,1.83,3.4,4.75,0,0,1,13.0,12.0,7.0,2.0,5.0,9.0,2,2,2.0,4.0,4.0,3.0,1.0,1.0
1988,1.73,3.75,5.5,0,0,1,10.0,11.0,8.0,6.0,11.0,9.0,7,6,11.0,9.0,7.0,3.0,1.0,1.0
1989,1.8,3.25,5.0,1,0,0,13.0,6.0,8.0,6.0,8.0,1.0,0,0,7.0,2.0,5.0,9.0,0.0,0.0
1990,1.95,2.9,4.75,0,1,0,10.0,9.0,8.0,3.0,7.0,4.0,2,1,6.0,2.0,8.0,6.0,1.0,1.0
1991,1.75,3.5,4.75,1,0,0,6.0,8.0,8.0,3.0,1.0,5.0,0,0,4.0,3.0,10.0,5.0,0.0,0.0
1992,1.83,3.25,4.5,1,0,0,8.0,5.0,6.0,8.0,10.0,9.0,0,5,7.0,7.0,5.0,3.0,0.0,1.0
1993,1.62,3.8,5.5,1,0,0,5.0,3.0,7.0,3.0,2.0,3.0,0,1,4.0,3.0,10.0,8.0,0.0,1.0
1994,1.75,3.6,4.75,0,1,0,11.0,5.0,10.0,0.0,10.0,2.0,4,0,8.0,2.0,4.0,8.0,1.0,0.0
1995,1.83,3.25,4.5,1,0,0,6.0,2.0,7.0,4.0,6.0,2.0,2,0,9.0,7.0,9.0,15.0,1.0,0.0
1996,1.62,4.2,4.75,0,1,0,8.0,6.0,8.0,9.0,7.0,5.0,0,1,5.0,9.0,6.0,11.0,0.0,1.0
1997,1.8,3.3,4.5,0,1,0,5.0,3.75,6.25,3.75,1.0,1.0,0,1,2.0,2.0,8.0,7.0,0.0,1.0
1998,1.7,3.75,5.0,1,0,0,4.0,4.0,5.0,7.0,5.0,5.0,2,3,4.0,5.0,5.0,8.0,1.0,1.0
1999,1.61,3.75,5.5,0,0,1,7.0,6.0,4.0,3.0,7.0,7.0,2,1,4.0,4.0,4.0,4.0,1.0,1.0
2000,1.8,3.3,4.75,1,0,0,9.0,2.0,5.0,7.0,3.0,4.0,0,0,2.0,6.0,7.0,8.0,0.0,0.0
2001,1.61,3.2,5.5,1,0,0,15.0,5.0,12.0,1.0,9.0,6.0,5,1,10.0,4.0,4.0,4.0,1.0,1.0
2002,1.8,3.5,4.75,0,1,0,6.0,6.0,7.0,1.0,4.0,5.0,4,1,5.0,3.0,10.0,4.0,1.0,1.0
2003,1.67,3.5,5.5,0,1,0,11.0,15.0,12.0,7.0,9.0,7.0,13,2,14.0,5.0,10.0,4.0,1.0,1.0
2004,1.75,3.6,4.6,0,1,0,15.0,10.0,12.0,9.0,13.0,12.0,6,1,9.0,9.0,2.0,6.0,1.0,1.0
2005,1.57,3.75,5.5,1,0,0,2.0,4.0,3.0,5.0,7.0,2.0,1,0,7.0,1.0,7.0,9.0,1.0,0.0
2006,1.83,3.1,4.75,1,0,0,2.0,7.0,3.0,7.0,2.0,12.0,1,4,3.0,8.0,11.0,6.0,1.0,1.0
2007,1.67,3.75,5.5,1,0,0,7.0,5.0,9.0,7.0,4.0,8.0,1,1,7.0,8.0,12.0,6.0,1.0,1.0
2008,1.83,3.25,4.5,1,0,0,11.0,5.0,7.0,5.0,8.0,8.0,3,1,3.0,7.0,2.0,3.0,1.0,1.0
2009,1.75,3.75,4.5,0,1,0,7.0,8.0,7.0,4.0,8.0,1.0,2,0,6.0,4.0,6.0,11.0,1.0,0.0
2010,1.8,3.3,4.5,0,0,1,12.0,8.0,7.0,7.0,9.0,7.0,0,1,5.0,4.0,3.0,5.0,0.0,1.0
2011,1.7,3.75,4.75,1,0,0,9.0,9.0,9.0,6.0,6.0,9.0,0,1,9.0,8.0,13.0,10.0,0.0,1.0
2012,1.8,3.5,4.75,0,1,0,8.0,12.0,9.0,1.0,6.0,8.0,3,2,5.0,4.0,4.0,7.0,1.0,1.0
2013,1.95,3.4,4.5,1,0,0,5.0,8.75,6.0,1.25,5.0,7.0,1,3,5.0,6.0,9.0,7.0,1.0,1.0
2014,1.57,3.3,5.5,0,1,0,12.0,3.0,9.0,6.0,5.0,7.0,0,2,8.0,8.0,12.0,9.0,0.0,1.0
2015,1.7,3.4,5.5,0,1,0,8.75,5.0,10.0,2.5,3.0,2.0,0,0,4.0,3.0,6.0,7.0,0.0,0.0
2016,1.61,3.3,5.25,0,1,0,6.0,5.0,5.0,3.0,4.0,4.0,1,1,6.0,5.0,11.0,9.0,1.0,1.0
2017,1.65,4.2,5.5,1,0,0,2.0,5.0,8.0,4.0,3.0,4.0,0,0,8.0,6.0,10.0,8.0,0.0,0.0
2018,1.62,3.8,5.5,1,0,0,15.0,10.0,13.0,4.0,12.0,7.0,2,1,7.0,10.0,3.0,7.0,1.0,1.0
2019,1.66,3.6,5.5,1,0,0,15.0,8.0,11.0,2.0,4.0,5.0,0,0,3.0,4.0,5.0,5.0,0.0,0.0
2020,1.8,3.5,4.5,0,0,1,11.0,11.0,9.0,3.0,13.0,7.0,7,2,12.0,5.0,4.0,7.0,1.0,1.0
2021,1.67,3.5,5.5,1,0,0,8.0,11.0,6.0,7.0,7.0,8.0,1,3,8.0,9.0,6.0,8.0,1.0,1.0
2022,1.75,3.3,5.0,1,0,0,10.0,3.0,7.0,5.0,7.0,1.0,0,0,4.0,4.0,5.0,10.0,0.0,0.0
2023,1.65,3.6,5.5,1,0,0,12.0,4.0,7.0,5.0,4.0,1.0,1,0,4.0,2.0,8.0,7.0,1.0,0.0
2024,1.62,3.75,5.5,0,1,0,12.0,11.0,8.0,7.0,10.0,10.0,0,3,9.0,7.0,6.0,9.0,0.0,1.0
2025,1.83,3.5,4.5,1,0,0,8.0,6.0,8.0,2.0,8.0,2.0,0,1,9.0,1.0,7.0,12.0,0.0,1.0
2026,1.62,4.33,5.0,1,0,0,12.5,2.5,10.0,6.25,5.0,5.0,0,3,4.0,8.0,8.0,10.0,0.0,1.0
2027,1.75,3.3,5.25,0,0,1,10.0,6.0,11.0,6.0,10.0,5.0,4,0,8.0,5.0,2.0,7.0,1.0,0.0
2028,1.8,3.5,4.75,1,0,0,10.0,6.0,11.0,5.0,6.0,6.0,0,0,11.0,9.0,12.0,12.0,0.0,0.0
2029,1.62,4.0,5.0,1,0,0,10.0,15.0,8.0,9.0,13.0,13.0,7,7,11.0,11.0,4.0,5.0,1.0,1.0
2030,1.61,3.75,5.5,0,1,0,4.0,6.0,7.0,2.0,4.0,6.0,4,1,7.0,4.0,12.0,10.0,1.0,1.0
2031,1.62,3.75,5.5,1,0,0,7.0,8.0,6.0,2.0,4.0,5.0,1,0,3.0,3.0,10.0,9.0,1.0,0.0
2032,1.9,3.39,4.75,1,0,0,4.0,6.0,3.0,3.0,5.0,5.0,0,2,4.0,8.0,7.0,12.0,0.0,1.0
2033,1.72,3.1,5.5,1,0,0,12.0,2.0,6.0,3.0,7.0,4.0,0,1,3.0,4.0,4.0,6.0,0.0,1.0
2034,1.73,3.6,4.75,1,0,0,7.0,12.0,5.0,4.0,4.0,9.0,1,0,4.0,7.0,8.0,10.0,1.0,0.0
2035,1.75,3.75,5.25,1,0,0,5.0,3.75,8.75,6.25,8.0,0.0,3,0,6.0,3.0,5.0,19.0,1.0,0.0
2036,1.72,3.4,5.0,1,0,0,7.0,6.0,4.0,2.0,3.0,1.0,0,0,1.0,2.0,7.0,11.0,0.0,0.0
2037,1.72,3.79,4.75,0,0,1,13.0,11.0,8.0,6.0,8.0,8.0,1,0,5.0,9.0,3.0,7.0,1.0,0.0
2038,1.8,3.5,4.5,1,0,0,7.0,2.0,7.0,4.0,8.0,1.0,1,1,8.0,1.0,7.0,7.0,1.0,1.0
2039,1.85,3.3,4.5,0,0,1,9.0,9.0,9.0,8.0,10.0,7.0,0,1,8.0,6.0,4.0,4.0,0.0,1.0
2040,1.61,3.3,5.0,1,0,0,6.0,6.0,7.0,3.0,5.0,8.0,0,1,5.0,7.0,6.0,7.0,0.0,1.0
2041,1.66,3.6,5.5,1,0,0,15.0,6.25,7.5,2.5,7.0,5.0,3,0,7.0,6.0,6.0,9.0,1.0,0.0
2042,1.8,3.2,5.0,0,0,1,7.0,7.0,5.0,1.0,7.0,7.0,1,1,6.0,5.0,5.0,8.0,1.0,1.0
2043,1.75,3.6,5.0,0,1,0,9.0,8.0,9.0,7.0,11.0,13.0,6,10,10.0,13.0,6.0,5.0,1.0,1.0
2044,1.8,3.3,4.5,1,0,0,10.0,8.0,5.0,5.0,8.0,13.0,1,5,5.0,9.0,5.0,2.0,1.0,1.0
2045,1.5,4.0,4.5,1,0,0,10.0,9.0,6.0,7.0,10.0,7.0,2,1,9.0,10.0,10.0,7.0,1.0,1.0
2046,1.57,3.75,5.5,1,0,0,10.0,9.0,11.0,5.0,12.0,6.0,3,1,14.0,8.0,7.0,12.0,1.0,1.0
2047,1.83,3.5,4.5,1,0,0,7.0,6.0,7.0,5.0,5.0,4.0,2,1,4.0,4.0,7.0,7.0,1.0,1.0
2048,1.8,3.3,4.5,1,0,0,10.0,7.5,8.75,6.25,4.0,4.0,0,0,4.0,4.0,6.0,10.0,0.0,0.0
2049,1.85,3.75,4.5,1,0,0,6.0,3.0,6.0,2.0,5.0,2.0,0,0,5.0,4.0,9.0,9.0,0.0,0.0
2050,1.66,3.4,5.5,0,0,1,7.0,7.0,4.0,1.0,7.0,4.0,0,1,4.0,6.0,8.0,8.0,0.0,1.0
2051,1.66,3.4,5.5,1,0,0,3.0,9.0,5.0,3.0,4.0,9.0,1,1,8.0,4.0,9.0,5.0,1.0,1.0
2052,1.7,3.8,4.75,1,0,0,3.0,5.0,4.0,4.0,8.0,4.0,1,0,8.0,4.0,7.0,8.0,1.0,0.0
2053,1.8,3.1,5.0,0,1,0,11.25,12.5,10.0,3.75,7.0,6.0,0,0,9.0,3.0,5.0,4.0,0.0,0.0
2054,1.8,3.3,4.5,0,0,1,12.0,13.0,9.0,4.0,9.0,4.0,2,0,10.0,4.0,8.0,8.0,1.0,0.0
2055,1.67,3.75,5.0,1,0,0,5.0,13.0,5.0,3.0,7.0,4.0,0,1,6.0,3.0,4.0,9.0,0.0,1.0
2056,1.67,3.75,5.5,0,0,1,2.0,7.0,3.0,5.0,1.0,0.0,0,0,2.0,3.0,15.0,15.0,0.0,0.0
2057,1.73,3.8,5.5,1,0,0,8.0,8.0,7.0,2.0,8.0,7.0,1,1,6.0,8.0,4.0,7.0,1.0,1.0
2058,1.91,3.2,4.75,0,0,1,7.0,8.0,6.0,1.0,3.0,7.0,0,2,1.0,7.0,6.0,7.0,0.0,1.0
2059,1.72,3.4,5.0,1,0,0,8.75,3.75,3.75,1.25,7.0,4.0,0,1,4.0,5.0,7.0,8.0,0.0,1.0
2060,1.73,3.75,4.5,1,0,0,15.0,13.0,17.0,15.0,10.0,13.0,0,8,13.0,11.0,7.0,2.0,0.0,1.0
2061,1.9,3.0,4.5,0,1,0,9.0,7.0,5.0,6.0,6.0,2.0,1,1,5.0,3.0,5.0,9.0,1.0,1.0
2062,1.62,3.75,5.5,1,0,0,6.0,6.0,6.0,1.0,10.0,7.0,1,1,8.0,6.0,3.0,7.0,1.0,1.0
2063,1.83,3.75,4.75,0,1,0,4.0,7.0,4.0,3.0,5.0,3.0,0,0,4.0,7.0,8.0,14.0,0.0,0.0
2064,1.83,3.5,4.5,1,0,0,15.0,12.0,8.0,2.0,10.0,9.0,2,0,5.0,10.0,5.0,9.0,1.0,0.0
2065,1.62,3.8,5.5,1,0,0,8.0,8.0,7.0,5.0,8.0,8.0,0,3,7.0,8.0,5.0,5.0,0.0,1.0
2066,1.65,3.6,5.25,0,1,0,13.0,15.0,12.0,4.0,7.0,11.0,2,7,9.0,6.0,11.0,2.0,1.0,1.0
2067,1.67,3.75,5.5,1,0,0,11.0,11.0,8.0,3.0,15.0,6.0,5,2,10.0,5.0,1.0,6.0,1.0,1.0
2068,1.73,3.5,5.0,0,1,0,8.0,7.0,6.0,8.0,5.0,10.0,2,3,3.0,10.0,7.0,6.0,1.0,1.0
2069,1.66,3.6,5.0,0,0,1,8.0,6.0,4.0,3.0,7.0,3.0,1,1,7.0,4.0,9.0,10.0,1.0,1.0
2070,1.75,3.2,5.5,1,0,0,6.0,4.0,10.0,2.0,4.0,3.0,1,1,5.0,5.0,7.0,8.0,1.0,1.0
2071,1.8,3.4,4.5,1,0,0,13.0,7.0,9.0,3.0,7.0,4.0,0,1,6.0,4.0,6.0,8.0,0.0,1.0
2072,1.57,4.2,5.25,0,1,0,12.0,4.0,8.0,9.0,10.0,10.0,3,1,6.0,7.0,4.0,7.0,1.0,1.0
2073,1.7,3.4,5.5,1,0,0,2.0,9.0,3.0,7.0,1.0,7.0,0,1,7.0,5.0,15.0,4.0,0.0,1.0
2074,1.72,3.6,5.5,1,0,0,1.0,11.0,1.0,2.0,5.0,3.0,1,0,5.0,3.0,5.0,7.0,1.0,0.0
2075,1.62,3.75,5.5,0,1,0,13.0,8.0,11.0,7.0,10.0,10.0,3,0,10.0,8.0,4.0,3.0,1.0,0.0
2076,1.7,3.2,4.75,1,0,0,12.0,11.0,11.0,2.0,7.0,8.0,2,3,9.0,5.0,7.0,2.0,1.0,1.0
2077,1.67,3.75,5.5,1,0,0,9.0,4.0,8.0,5.0,5.0,3.0,0,0,5.0,7.0,6.0,11.0,0.0,0.0
2078,1.73,3.6,4.75,0,1,0,12.0,10.0,6.0,8.0,10.0,8.0,1,1,6.0,9.0,1.0,5.0,1.0,1.0
2079,1.72,3.3,5.5,0,1,0,13.0,9.0,14.0,2.0,12.0,9.0,2,7,12.0,7.0,2.0,3.0,1.0,1.0
2080,1.57,4.0,5.5,1,0,0,11.0,9.0,11.0,3.0,6.0,4.0,0,0,9.0,5.0,13.0,8.0,0.0,0.0
2081,1.83,3.1,4.75,0,0,1,5.0,11.0,4.0,1.0,7.0,7.0,0,1,5.0,5.0,5.0,7.0,0.0,1.0
2082,1.7,3.4,5.5,1,0,0,8.0,8.0,7.0,6.0,8.0,2.0,2,1,5.0,4.0,3.0,10.0,1.0,1.0
2083,1.61,3.2,5.5,1,0,0,10.0,11.0,7.0,2.0,7.0,6.0,0,0,6.0,5.0,4.0,4.0,0.0,0.0
2084,1.85,3.5,4.5,1,0,0,5.0,3.3333333333333335,6.25,6.666666666666667,1.0,3.0,0,1,4.0,2.0,10.0,7.0,0.0,1.0
2085,1.57,3.4,5.5,1,0,0,13.0,5.0,8.0,3.0,6.0,4.0,0,1,4.0,7.0,5.0,12.0,0.0,1.0
2086,1.72,3.3,5.0,1,0,0,9.0,9.0,6.0,6.0,6.0,9.0,0,7,4.0,5.0,4.0,3.0,0.0,1.0
2087,1.8,3.4,5.0,0,0,1,8.0,7.0,8.0,7.0,13.0,4.0,5,0,13.0,7.0,0.0,12.0,1.0,0.0
2088,1.73,3.75,5.5,1,0,0,7.0,7.0,7.0,5.0,6.0,7.0,1,3,7.0,6.0,5.0,6.0,1.0,1.0
2089,1.62,3.75,5.5,0,1,0,5.0,5.0,5.0,4.0,4.0,5.0,2,0,7.0,4.0,11.0,6.0,1.0,0.0
2090,1.67,3.7,5.5,1,0,0,9.0,6.0,7.0,5.0,2.0,7.0,0,3,3.0,5.0,8.0,11.0,0.0,1.0
2091,1.65,3.75,5.25,1,0,0,9.0,9.0,11.0,3.0,10.0,1.0,0,1,11.0,2.0,7.0,9.0,0.0,1.0
2092,1.9,3.1,4.5,0,0,1,2.5,2.0,2.5,4.0,3.0,0.0,1,0,2.0,2.0,7.0,9.0,1.0,0.0
2093,1.75,3.8,5.25,1,0,0,12.0,11.0,16.0,8.0,15.0,7.0,6,12,15.0,6.0,0.0,5.0,1.0,1.0
2094,1.83,2.87,4.5,1,0,0,10.0,1.6666666666666667,5.0,5.0,6.0,5.0,2,1,5.0,2.0,13.0,3.0,1.0,1.0
2095,1.5,3.6,5.5,1,0,0,2.0,2.0,7.0,2.0,2.0,1.0,1,0,6.0,4.0,13.0,11.0,1.0,0.0
2096,1.83,3.75,4.75,0,1,0,7.0,7.0,10.0,2.0,4.0,2.0,0,1,8.0,2.0,12.0,8.0,0.0,1.0
2097,1.57,4.5,4.75,1,0,0,5.0,0.0,7.5,5.0,3.0,1.0,1,0,5.0,5.0,11.0,15.0,1.0,0.0
2098,1.8,3.6,4.5,1,0,0,13.0,13.0,11.0,2.0,9.0,8.0,0,0,8.0,4.0,7.0,3.0,0.0,0.0
2099,1.75,3.75,5.25,0,1,0,3.0,8.0,4.0,3.0,6.0,6.0,1,2,6.0,5.0,7.0,4.0,1.0,1.0
2100,1.67,3.75,5.5,0,1,0,8.0,3.0,7.0,5.0,4.0,2.0,0,1,6.0,4.0,13.0,11.0,0.0,1.0
2101,1.72,3.3,5.0,0,1,0,6.0,4.0,11.0,5.0,7.0,5.0,1,1,10.0,1.0,6.0,3.0,1.0,1.0
2102,1.8,3.5,4.5,1,0,0,6.0,10.0,4.0,3.0,2.0,12.0,0,3,4.0,11.0,10.0,4.0,0.0,1.0
2103,1.61,3.5,4.5,0,0,1,9.0,6.0,7.0,4.0,6.0,1.0,0,0,8.0,3.0,7.0,8.0,0.0,0.0
2104,1.72,3.5,4.75,0,0,1,12.0,1.0,8.0,2.0,9.0,0.0,2,0,7.0,4.0,6.0,12.0,1.0,0.0
2105,1.7,3.5,5.25,0,1,0,2.0,7.0,5.0,2.0,1.0,5.0,0,2,4.0,3.0,9.0,7.0,0.0,1.0
2106,1.8,3.0,4.5,1,0,0,10.0,7.0,11.0,4.0,9.0,4.0,0,0,6.0,3.0,6.0,5.0,0.0,0.0
2107,1.5,3.6,5.5,1,0,0,15.0,1.0,10.0,5.0,11.0,4.0,6,1,9.0,6.0,3.0,7.0,1.0,1.0
2108,1.85,3.4,4.75,1,0,0,7.0,5.0,8.0,7.0,6.0,5.0,0,7,7.0,3.0,8.0,3.0,0.0,1.0
2109,1.66,3.3,4.5,0,0,1,10.0,10.0,10.0,1.0,10.0,7.0,0,2,11.0,5.0,7.0,6.0,0.0,1.0
2110,1.61,3.4,5.0,0,1,0,10.0,5.0,8.0,1.0,7.0,3.0,1,0,6.0,1.0,8.0,7.0,1.0,0.0
2111,1.53,3.5,5.5,1,0,0,8.0,6.0,9.0,3.0,9.0,3.0,2,0,11.0,6.0,11.0,17.0,1.0,0.0
2112,1.61,3.75,5.5,1,0,0,13.0,7.0,11.0,2.0,8.0,3.0,1,1,6.0,3.0,5.0,6.0,1.0,1.0
2113,1.91,3.3,4.5,0,0,1,15.0,11.0,10.0,9.0,15.0,10.0,16,1,9.0,8.0,2.0,5.0,1.0,1.0
2114,1.61,3.6,5.5,1,0,0,11.0,5.0,11.0,8.0,7.0,4.0,0,0,9.0,9.0,10.0,16.0,0.0,0.0
2115,1.8,3.2,5.0,1,0,0,4.0,3.0,4.0,2.0,2.0,3.0,2,0,1.0,5.0,6.0,10.0,1.0,0.0
2116,1.62,4.0,5.25,1,0,0,10.0,11.0,11.0,4.0,5.0,6.0,1,3,5.0,2.0,7.0,2.0,1.0,1.0
2117,1.75,3.2,5.5,0,1,0,6.0,9.0,6.0,2.0,4.0,6.0,2,0,4.0,3.0,7.0,4.0,1.0,0.0
2118,1.85,3.4,4.75,1,0,0,13.0,10.0,10.0,7.0,5.0,10.0,0,2,4.0,9.0,6.0,6.0,0.0,1.0
2119,1.85,3.25,5.0,0,0,1,6.0,12.0,6.0,1.0,8.0,9.0,2,1,7.0,4.0,6.0,3.0,1.0,1.0
2120,1.9,3.0,4.5,0,1,0,6.25,3.75,6.25,6.25,9.0,6.0,7,1,5.0,8.0,2.0,10.0,1.0,1.0
2121,1.67,3.75,5.5,1,0,0,15.0,7.0,8.0,6.0,9.0,4.0,0,0,6.0,5.0,3.0,9.0,0.0,0.0
2122,1.75,3.25,5.5,0,1,0,15.0,7.0,10.0,1.0,10.0,7.0,0,0,7.0,6.0,5.0,9.0,0.0,0.0
2123,1.85,3.5,4.5,1,0,0,10.0,4.0,11.0,6.0,10.0,7.0,0,1,12.0,9.0,7.0,5.0,0.0,1.0
