,OddsH,OddsD,OddsA
997,1.73,3.75,5.0
998,1.61,4.33,5.0
999,1.72,3.6,5.25
1000,1.85,3.3,4.5
1001,1.75,3.3,5.25
1002,1.65,3.7,5.25
1003,1.67,3.8,5.0
1004,1.83,3.25,4.5
1005,1.66,3.4,5.5
1006,1.62,3.8,5.5
1007,1.75,3.4,5.0
1008,1.8,3.5,4.5
1009,1.62,3.75,5.5
1010,2.88,1.83,5.0
1011,1.62,4.0,5.0
1012,1.65,3.75,5.25
1013,1.8,3.2,4.75
1014,1.67,4.0,5.0
1015,1.8,3.5,4.5
1016,1.57,3.4,5.5
1017,1.73,3.6,5.25
1018,1.72,3.1,5.5
1019,1.8,3.25,5.0
1020,1.91,3.1,4.5
1021,1.83,3.1,5.0
1022,1.67,3.75,5.0
1023,1.7,3.4,5.5
1024,1.75,3.4,4.75
1025,1.72,3.1,5.5
1026,1.65,3.6,5.5
1027,1.67,3.6,5.5
1028,1.72,3.4,5.0
1029,1.83,3.4,4.75
1030,1.67,4.2,4.5
1031,1.9,3.0,4.5
1032,1.65,3.6,5.5
1033,1.8,3.5,4.75
1034,1.67,3.5,5.5
1035,1.73,3.4,5.25
1036,1.72,3.0,5.0
1037,1.8,3.6,4.75
1038,1.75,3.9,5.0
1039,1.57,3.4,5.5
1040,1.57,3.4,5.5
1041,1.61,3.2,5.5
1042,1.72,3.4,5.5
1043,1.8,3.2,5.0
1044,1.66,3.4,4.5
1045,1.72,3.1,5.5
1046,1.65,3.6,5.5
1047,1.67,3.5,5.5
1048,1.66,3.6,5.25
1049,1.83,3.25,4.5
1050,1.66,3.0,5.5
1051,1.83,3.2,4.75
1052,1.8,3.6,5.25
1053,1.9,3.1,4.5
1054,1.57,3.4,5.5
1055,1.95,3.5,4.5
1056,1.73,3.6,5.0
1057,1.67,3.75,5.0
1058,1.57,3.4,5.5
1059,1.91,3.3,4.5
1060,1.53,4.33,5.5
1061,1.72,3.4,5.0
1062,1.8,3.25,5.0
1063,1.8,3.3,4.75
1064,1.72,3.6,5.0
1065,1.61,3.4,5.0
1066,1.61,3.4,5.0
1067,1.8,3.5,4.5
1068,1.72,3.25,5.5
1069,1.73,3.6,5.25
1070,1.73,3.75,4.5
1071,1.72,3.2,5.0
1072,1.72,3.5,5.5
1073,1.7,3.6,5.0
1074,1.61,3.5,4.8
1075,1.66,3.6,5.5
1076,1.62,4.2,5.25
1077,1.67,3.6,5.5
1078,1.73,3.5,5.0
1079,1.67,3.8,5.5
1080,1.72,3.3,5.5
1081,1.66,3.6,5.0
1082,1.72,3.0,5.0
1083,1.66,3.2,5.0
1084,1.9,3.0,4.75
1085,1.53,3.5,5.5
1086,1.83,3.4,4.5
1087,1.75,3.5,4.75
1088,1.75,3.75,4.75
1089,1.72,3.79,4.75
1090,1.72,3.5,5.0
1091,1.72,3.6,4.5
1092,1.75,3.5,4.5
1093,1.8,3.4,5.0
1094,1.66,3.3,4.75
1095,1.72,3.2,4.5
1096,1.75,3.75,4.75
1097,1.73,3.6,4.75
1098,1.8,3.5,4.5
1099,1.95,3.0,4.5
1100,1.72,3.1,4.5
1101,1.75,3.4,5.0
1102,1.85,3.4,4.75
1103,1.8,3.2,5.0
1104,1.75,3.8,5.25
1105,1.67,3.5,5.5
1106,1.73,3.8,4.5
1107,1.62,4.2,5.25
1108,1.57,4.2,5.5
1109,1.72,3.5,4.75
1110,1.66,3.2,5.0
1111,1.8,3.5,4.75
1112,1.73,3.6,5.25
1113,1.8,3.4,4.75
1114,1.83,3.4,4.5
1115,1.72,3.5,4.75
1116,1.73,4.0,4.5
1117,1.73,3.6,4.75
1118,1.72,3.0,5.0
1119,1.67,3.75,5.0
1120,1.73,3.5,5.0
1121,1.75,3.75,4.5
1122,1.6,4.33,5.25
1123,1.83,3.5,4.5
1124,1.6,4.0,5.25
1125,1.61,3.4,5.0
1126,1.8,3.3,4.75
1127,1.83,2.8,4.75
1128,1.8,3.2,4.75
1129,1.75,3.75,4.75
1130,1.83,3.4,4.5
1131,1.83,3.5,4.5
1132,1.62,3.75,5.5
1133,1.67,3.75,5.5
1134,1.9,3.1,4.5
1135,1.75,3.5,4.75
1136,1.7,3.6,5.0
1137,1.8,3.3,4.75
1138,1.8,3.4,4.6
1139,1.75,3.39,5.0
1140,1.8,3.3,4.5
1141,1.67,3.75,5.0
1142,1.57,4.0,5.5
1143,1.75,3.5,5.0
1144,1.75,3.8,5.25
1145,1.66,3.1,5.0
1146,1.72,3.75,5.0
1147,1.72,3.1,5.5
1148,1.66,3.4,5.5
1149,1.67,3.75,5.5
1150,1.8,3.5,4.5
1151,1.72,3.2,4.5
1152,1.91,3.4,4.5
1153,1.73,3.4,5.25
1154,1.67,3.75,5.5
1155,1.75,3.4,5.0
1156,1.75,3.6,4.5
1157,1.73,3.8,4.5
1158,1.67,3.75,5.5
1159,1.95,2.75,5.25
1160,1.75,3.5,4.75
1161,1.72,3.0,5.0
1162,1.66,3.4,5.5
1163,1.8,3.6,4.5
1164,1.62,4.2,4.75
1165,1.8,3.5,4.5
1166,1.8,3.79,4.5
1167,1.6,4.2,5.0
1168,1.72,3.3,4.5
1169,1.73,3.6,4.75
1170,1.8,3.2,5.0
1171,1.66,3.4,5.5
1172,1.73,3.6,5.25
1173,1.75,3.75,4.5
1174,1.62,4.0,5.0
1175,1.72,3.2,4.5
1176,1.8,3.5,4.5
1177,1.57,4.0,5.5
1178,1.83,3.75,4.75
1179,1.57,4.33,5.5
1180,1.66,3.6,5.25
1181,1.83,3.25,4.5
1182,1.75,3.3,5.5
1183,1.72,3.5,5.5
1184,1.72,3.5,5.25
1185,1.7,3.39,4.5
1186,1.66,3.4,4.5
1187,1.8,3.3,4.5
1188,1.75,3.6,5.0
1189,1.83,3.4,4.5
1190,1.57,4.1,5.5
1191,1.75,3.75,5.5
1192,1.73,3.3,5.5
1193,1.7,3.8,4.75
1194,1.8,3.5,4.5
1195,1.57,3.4,5.5
1196,1.8,3.3,4.75
1197,1.8,3.4,4.75
1198,1.62,4.0,5.25
1199,1.73,3.6,4.75
1200,1.62,3.75,5.5
1201,1.83,3.25,4.5
1202,1.57,3.5,5.0
1203,1.62,3.9,5.25
1204,1.66,3.5,5.5
1205,1.83,3.4,4.5
1206,1.66,3.79,5.25
1207,1.75,3.4,5.0
1208,1.73,3.75,4.8
1209,1.75,3.5,4.75
1210,1.64,4.0,5.25
1211,1.67,3.75,5.5
1212,1.9,3.2,4.5
1213,1.7,3.75,4.75
1214,1.67,4.0,4.75
1215,1.67,4.0,5.0
1216,1.65,3.8,5.0
1217,1.7,3.6,5.0
1218,1.83,3.25,4.5
1219,1.72,3.6,4.75
1220,1.6,4.0,5.25
1221,1.61,3.5,4.5
1222,1.8,3.39,5.0
1223,1.57,3.4,5.5
1224,1.73,3.8,4.75
1225,1.67,3.75,5.0
1226,1.72,3.6,5.0
1227,1.8,3.3,4.5
1228,1.67,3.75,5.5
1229,1.75,3.75,4.5
1230,1.8,3.3,4.75
1231,1.72,3.4,5.25
1232,1.83,3.5,4.5
1233,1.62,4.0,5.0
1234,1.85,3.39,4.75
1235,1.61,3.5,4.5
1236,1.67,3.75,5.0
1237,1.66,3.2,5.0
1238,1.8,3.5,4.5
1239,1.62,3.75,5.5
1240,1.83,3.5,4.5
1241,1.66,3.2,5.0
1242,1.8,3.75,4.5
1243,1.72,3.3,5.0
1244,1.73,3.8,5.5
1245,1.6,3.5,4.75
1246,1.72,3.4,5.0
1247,1.67,3.75,5.0
1248,1.61,3.4,5.0
1249,1.75,3.4,5.0
1250,1.67,3.5,5.5
1251,1.73,3.75,4.5
1252,1.75,3.75,4.5
1253,1.62,3.75,5.5
1254,1.72,3.0,5.0
1255,1.8,3.1,5.0
1256,1.72,3.4,5.0
1257,1.83,3.3,4.75
1258,1.61,3.2,5.5
1259,1.66,3.6,5.5
1260,1.57,4.0,5.5
1261,1.67,3.75,5.0
1262,1.8,3.25,5.0
1263,1.83,3.75,4.75
1264,1.65,3.75,5.5
1265,1.73,3.5,5.0
1266,1.57,3.25,5.5
1267,1.67,4.5,4.5
1268,1.72,3.1,5.5
1269,1.73,3.5,5.0
1270,1.8,3.4,4.75
1271,1.67,3.8,5.0
1272,1.72,3.5,5.0
1273,1.73,3.3,5.5
1274,1.66,3.6,5.0
1275,1.67,4.0,5.0
1276,1.66,3.5,5.0
1277,1.7,3.75,4.75
1278,1.73,3.4,5.25
1279,1.66,3.4,5.5
1280,1.7,3.5,5.5
1281,1.61,3.4,5.0
1282,1.73,3.5,5.0
1283,1.61,4.0,5.5
1284,1.62,4.0,5.25
1285,1.7,3.9,5.5
1286,1.66,3.3,5.5
1287,1.8,3.5,4.5
1288,1.66,3.4,5.5
1289,1.8,3.5,4.5
1290,1.61,4.0,5.5
1291,1.83,3.39,4.75
1292,1.8,3.6,4.5
1293,1.85,3.2,4.75
1294,1.8,3.3,4.5
1295,1.72,3.1,5.0
1296,1.8,3.25,5.25
1297,1.75,3.5,4.75
1298,1.67,3.6,5.5
1299,1.61,3.4,5.0
1300,1.66,3.2,5.0
1301,1.72,3.5,4.75
1302,1.66,3.2,5.0
1303,1.9,3.2,4.5
1304,1.66,3.4,4.5
1305,1.8,3.5,4.75
1306,1.66,3.2,5.0
1307,1.83,3.25,4.75
1308,1.72,3.79,4.75
1309,1.67,3.75,5.0
1310,1.83,3.5,4.5
1311,1.72,3.5,5.0
1312,1.83,3.1,4.75
1313,1.67,4.0,4.75
1314,1.65,3.4,5.5
1315,1.83,3.25,4.75
1316,1.8,3.5,4.75
1317,1.53,3.75,5.0
1318,1.7,3.4,5.5
1319,1.55,4.2,5.5
1320,1.67,3.6,5.5
1321,1.73,3.5,5.0
1322,1.66,3.75,5.0
1323,1.72,3.1,4.75
1324,1.75,3.75,4.75
1325,1.62,4.2,4.75
1326,1.72,3.0,5.0
1327,1.66,3.2,5.0
1328,1.6,4.2,5.0
1329,1.95,3.39,4.5
1330,1.72,3.25,5.5
1331,1.9,3.25,4.5
1332,1.62,3.8,5.5
1333,1.73,3.5,5.0
1334,1.8,3.8,4.75
1335,1.9,2.87,4.75
1336,1.73,3.5,5.0
1337,1.62,3.75,5.5
1338,1.73,3.6,5.25
1339,1.66,3.2,5.5
1340,1.66,3.4,4.5
1341,1.72,3.4,5.0
1342,1.8,3.5,4.75
1343,1.73,3.6,4.75
1344,1.6,4.0,5.25
1345,1.65,3.1,5.25
1346,1.73,3.6,5.0
1347,1.91,3.1,4.5
1348,1.83,3.5,5.25
1349,1.6,4.0,5.25
1350,1.75,3.6,4.75
1351,1.62,3.75,5.5
1352,1.8,3.6,4.5
1353,1.83,3.25,4.5
1354,1.67,3.75,5.0
1355,1.72,3.4,5.0
1356,1.7,3.8,5.0
1357,1.61,3.6,5.5
1358,1.72,3.0,5.0
1359,1.57,3.6,5.0
1360,1.72,3.6,4.5
1361,1.53,3.75,5.0
1362,1.61,3.6,5.5
1363,1.72,3.4,5.0
1364,1.83,3.0,5.0
1365,1.75,3.6,4.75
1366,1.8,3.4,4.5
1367,1.85,3.4,4.75
1368,1.62,4.5,4.5
1369,1.75,3.6,5.0
1370,1.83,3.25,4.5
1371,1.57,3.75,4.5
1372,1.8,3.4,4.75
1373,1.72,3.6,5.0
1374,1.55,4.5,5.25
1375,1.62,3.8,5.5
1376,1.73,3.5,5.0
1377,1.91,3.6,4.5
1378,1.61,3.6,5.5
1379,1.62,3.75,5.5
1380,1.8,3.25,5.0
1381,1.61,4.0,5.5
1382,1.9,3.0,4.75
1383,1.72,3.4,5.0
1384,1.62,4.0,5.0
1385,1.7,4.0,4.75
1386,1.66,3.3,4.75
1387,1.83,3.4,4.5
1388,1.67,3.8,5.0
1389,1.8,3.5,4.75
1390,1.83,3.4,4.5
1391,1.7,3.5,5.5
1392,1.8,3.4,5.0
1393,1.62,4.0,5.25
1394,1.57,4.0,5.5
1395,1.62,4.0,5.0
1396,1.67,3.6,5.25
1397,1.61,3.4,5.0
1398,1.67,3.8,5.0
1399,1.73,3.25,5.5
1400,1.61,3.75,5.5
1401,1.62,3.75,5.5
1402,1.72,3.6,5.0
1403,1.57,3.4,5.5
1404,1.72,3.6,5.0
1405,1.75,3.7,5.5
1406,1.75,3.4,5.5
1407,1.66,3.4,5.5
1408,1.75,3.6,5.0
1409,1.85,3.5,4.5
1410,1.83,3.25,4.5
1411,1.91,3.5,4.6
1412,1.66,3.4,5.5
1413,1.83,3.0,5.5
1414,1.83,3.4,4.5
1415,1.85,3.2,5.0
1416,1.75,3.5,5.0
1417,1.61,3.4,5.0
1418,1.55,3.6,5.25
1419,1.66,3.2,5.0
1420,1.73,3.5,5.0
1421,1.8,3.5,4.5
1422,1.8,3.5,4.75
1423,1.57,3.6,5.0
1424,1.62,4.2,5.25
1425,1.75,3.2,5.5
1426,1.85,3.1,5.0
1427,1.7,3.75,5.25
1428,1.8,3.6,4.5
1429,1.85,3.75,4.5
1430,1.57,4.0,5.5
1431,1.72,3.4,5.0
1432,1.83,3.6,4.5
1433,1.72,3.4,5.0
1434,1.73,3.8,4.75
1435,1.83,3.25,4.5
1436,1.8,3.6,4.6
1437,1.66,3.4,4.5
1438,1.53,3.75,5.0
1439,1.8,3.25,4.75
1440,1.73,3.75,5.0
1441,1.61,3.2,5.5
1442,1.66,3.4,4.5
1443,1.72,3.3,5.0
1444,1.75,3.8,4.5
1445,1.75,3.75,4.75
1446,1.61,3.2,5.5
1447,1.83,3.4,4.5
1448,1.67,3.5,5.5
1449,1.75,3.4,5.0
1450,1.66,3.4,4.5
1451,1.85,3.6,4.75
1452,1.83,3.5,4.5
1453,1.83,3.5,4.5
1454,1.75,3.4,5.0
1455,1.75,3.6,5.0
1456,1.83,3.6,4.5
1457,1.66,3.4,4.5
1458,1.67,4.2,5.25
1459,1.67,3.75,5.5
1460,1.73,3.5,5.0
1461,1.73,4.0,5.0
1462,1.66,3.6,5.0
1463,1.66,3.5,5.0
1464,1.85,3.3,4.5
1465,1.91,3.1,4.5
1466,1.8,3.5,4.5
1467,1.8,3.8,4.75
1468,1.8,3.25,5.0
1469,1.72,3.4,5.25
1470,1.8,3.4,5.0
1471,1.72,3.5,5.0
1472,1.8,3.4,4.5
1473,1.8,3.25,5.0
1474,1.62,3.75,5.5
1475,1.65,3.4,4.75
1476,1.8,3.1,4.5
1477,1.91,3.2,4.5
1478,1.8,3.3,4.5
1479,1.62,3.8,5.5
1480,1.73,3.8,5.5
1481,1.66,3.6,5.5
1482,1.7,4.0,4.75
1483,1.66,3.4,5.5
1484,1.8,3.8,4.75
1485,1.83,2.87,4.5
1486,1.57,3.4,5.5
1487,1.75,3.6,4.75
1488,2.0,3.0,4.5
1489,1.83,3.75,4.75
1490,1.8,3.5,4.75
1491,2.88,1.91,4.75
1492,1.75,3.5,4.75
1493,1.83,3.3,5.0
1494,1.8,3.3,4.75
1495,1.8,3.3,4.5
1496,1.67,3.6,5.25
1497,1.65,3.8,5.25
1498,1.75,3.0,4.75
1499,1.8,3.5,4.5
1500,1.85,3.3,4.5
1501,1.67,4.0,5.0
1502,1.65,3.75,5.5
1503,1.85,3.5,4.5
1504,1.66,4.0,5.0
1505,1.95,3.2,4.5
1506,1.8,3.3,4.5
1507,1.8,3.5,4.5
1508,1.72,3.1,5.5
1509,1.61,3.6,5.5
1510,1.72,3.4,5.0
1511,1.5,3.6,5.5
1512,1.7,3.8,4.75
1513,1.55,3.75,5.5
1514,1.66,3.6,5.0
1515,1.66,3.4,4.5
1516,1.75,3.5,5.25
1517,1.85,3.4,4.75
1518,1.66,3.6,5.25
1519,1.7,3.75,4.75
1520,1.73,3.5,5.0
1521,1.8,3.2,4.75
1522,1.8,3.79,4.75
1523,1.66,3.6,5.5
1524,1.72,3.0,5.0
1525,1.72,3.0,5.0
1526,1.61,3.75,5.5
1527,1.6,4.0,5.25
1528,1.73,3.75,4.5
1529,1.67,3.6,5.25
1530,1.67,4.0,5.0
1531,2.0,2.9,4.5
1532,1.8,2.87,4.5
1533,1.57,3.8,5.5
1534,1.61,3.2,5.5
1535,1.75,3.6,4.75
1536,1.57,4.0,5.5
1537,1.67,3.8,5.25
1538,1.83,3.25,4.5
1539,1.66,3.75,5.5
1540,1.8,3.5,4.75
1541,1.8,3.6,4.5
1542,1.64,3.79,5.0
1543,1.73,3.75,4.75
1544,1.8,3.4,4.5
1545,1.75,3.6,5.0
1546,1.67,3.75,5.5
1547,1.8,3.5,4.5
1548,1.9,3.0,4.5
1549,1.7,3.6,5.5
1550,1.7,3.6,5.0
1551,1.8,3.3,4.5
1552,1.75,3.5,4.75
1553,1.67,3.75,5.5
1554,1.75,3.5,4.75
1555,1.66,3.4,4.5
1556,1.73,3.5,5.5
1557,1.8,3.5,4.75
1558,1.7,3.25,5.5
1559,1.61,4.33,4.75
1560,1.85,3.6,4.75
1561,1.62,3.8,5.5
1562,1.67,3.5,5.5
1563,1.72,3.4,5.0
1564,1.75,3.4,5.25
1565,1.83,3.5,5.25
1566,1.73,3.75,4.5
1567,1.83,3.4,4.5
1568,1.91,3.25,4.5
1569,1.57,4.0,5.5
1570,1.83,3.9,4.5
1571,1.91,3.3,4.5
1572,1.66,3.4,5.5
1573,1.61,3.25,5.0
1574,1.66,3.6,5.0
1575,1.83,3.75,4.75
1576,4.5,1.62,4.5
1577,1.73,3.5,5.0
1578,1.83,3.4,4.5
1579,1.57,4.33,5.0
1580,1.73,3.6,5.25
1581,1.67,3.8,5.0
1582,1.73,3.5,5.0
1583,1.91,3.1,4.5
1584,1.62,3.8,5.5
1585,1.66,3.6,5.0
1586,1.73,3.5,5.0
1587,1.8,3.5,4.75
1588,1.9,3.0,4.5
1589,1.7,3.6,5.0
1590,1.83,3.0,5.0
1591,1.9,3.0,4.75
1592,1.7,3.5,5.5
1593,1.67,3.5,5.5
1594,1.9,3.0,4.5
1595,1.53,4.33,5.5
1596,1.8,3.4,4.5
1597,1.8,3.5,4.75
1598,1.73,3.6,4.75
1599,1.61,3.2,5.5
1600,1.55,4.2,5.5
1601,1.53,3.4,5.5
1602,1.61,3.25,5.0
1603,1.73,3.3,4.75
1604,1.89,3.6,4.5
1605,1.8,3.4,5.0
1606,1.83,2.87,4.5
1607,1.62,3.75,5.5
1608,1.83,3.4,4.5
1609,1.91,3.3,4.5
1610,1.66,3.4,5.5
1611,1.73,3.4,5.25
1612,1.73,3.6,4.75
1613,1.8,3.5,4.75
1614,1.57,3.5,5.0
1615,1.8,3.5,4.5
1616,1.72,3.6,4.75
1617,1.8,3.5,4.5
1618,1.91,3.25,4.5
1619,1.61,3.2,5.5
1620,1.67,4.0,5.0
1621,1.72,3.6,4.5
1622,1.62,4.0,5.0
1623,1.66,3.6,5.0
1624,1.66,3.6,5.5
1625,1.75,4.0,5.0
1626,1.65,4.2,5.5
1627,1.73,3.5,5.0
1628,1.73,3.5,5.0
1629,1.57,4.0,5.5
1630,1.61,3.75,5.5
1631,1.66,3.4,5.5
1632,1.75,3.5,4.75
1633,1.5,3.75,5.5
1634,2.0,2.8,4.5
1635,1.8,3.6,4.5
1636,1.62,4.2,5.25
1637,1.8,3.4,4.75
1638,1.75,3.6,5.0
1639,1.8,3.3,5.0
1640,1.5,4.75,5.5
1641,1.67,3.8,5.25
1642,1.75,4.0,5.0
1643,1.83,3.4,4.75
1644,1.72,3.1,5.5
1645,1.73,3.8,4.5
1646,1.61,3.4,5.0
1647,1.83,3.5,4.5
1648,1.72,3.2,4.5
1649,1.67,3.5,5.5
1650,1.66,3.6,5.5
1651,1.57,3.8,5.5
1652,1.67,3.5,5.5
1653,1.73,3.6,4.75
1654,1.66,3.4,5.5
1655,1.83,3.2,4.75
1656,1.8,3.5,4.75
1657,1.66,3.2,5.0
1658,1.61,3.4,5.0
1659,1.72,3.25,5.5
1660,1.85,3.6,4.75
1661,1.72,3.2,4.5
1662,1.83,3.5,4.5
1663,1.72,3.6,4.5
1664,1.85,3.2,4.75
1665,1.72,3.5,5.5
1666,1.73,3.75,5.0
1667,1.8,3.9,4.75
1668,1.61,3.75,4.5
1669,1.75,3.75,4.75
1670,1.83,3.6,4.5
1671,1.8,2.7,5.0
1672,1.67,3.75,5.5
1673,1.73,3.4,5.25
1674,1.65,3.6,5.5
1675,1.75,3.2,5.5
1676,1.61,3.4,5.0
1677,1.8,3.6,4.5
1678,1.8,4.0,4.5
1679,1.57,4.33,5.5
1680,1.85,3.5,5.0
1681,1.61,3.6,5.5
1682,1.66,3.6,5.5
1683,1.8,3.4,5.0
1684,1.62,3.8,5.5
1685,1.83,3.25,4.75
1686,1.8,3.6,5.25
1687,1.75,3.4,5.0
1688,1.67,3.6,5.5
1689,1.95,3.0,4.5
1690,1.72,3.2,4.5
1691,1.61,3.5,5.0
1692,1.57,3.6,5.5
1693,1.83,3.25,4.75
1694,1.73,3.75,5.0
1695,1.73,3.6,4.75
1696,1.8,3.4,4.75
1697,1.62,3.8,5.5
1698,1.83,3.4,4.5
1699,1.62,3.75,5.5
1700,1.72,3.4,5.0
1701,1.8,3.2,5.0
1702,1.62,3.6,4.75
1703,1.75,3.5,5.0
1704,1.65,3.5,5.0
1705,1.61,3.25,5.0
1706,1.8,3.8,4.75
1707,1.7,4.0,5.5
1708,2.0,2.8,4.5
1709,1.75,3.3,5.0
1710,1.7,3.5,5.0
1711,1.7,3.75,5.0
1712,1.85,3.5,4.5
1713,1.44,4.0,5.5
1714,1.61,3.25,5.0
1715,1.57,3.4,5.5
1716,1.72,3.4,5.25
1717,1.9,2.5,5.5
1718,1.75,3.4,5.0
1719,1.8,3.5,4.5
1720,1.91,3.3,4.5
1721,1.66,3.4,5.5
1722,1.7,3.6,5.5
1723,1.72,3.5,4.75
1724,1.85,3.5,5.0
1725,1.85,3.2,4.75
1726,1.83,3.0,5.0
1727,1.8,3.4,4.5
1728,1.67,3.75,5.5
1729,1.83,3.25,5.0
1730,1.8,3.3,4.75
1731,1.67,3.75,5.5
1732,1.72,3.5,4.75
1733,1.67,3.75,5.0
1734,1.67,3.75,5.5
1735,1.67,3.75,5.0
1736,1.91,3.3,4.5
1737,1.62,4.0,5.0
1738,1.57,4.1,5.5
1739,1.75,3.6,4.75
1740,1.66,3.4,4.5
1741,1.85,3.2,4.75
1742,1.7,3.8,5.0
1743,1.62,4.0,5.0
1744,1.72,3.4,5.0
1745,1.75,3.3,5.25
1746,1.85,3.5,5.0
1747,1.67,3.75,5.5
1748,1.85,3.3,4.5
1749,1.73,3.6,5.25
1750,1.75,3.5,4.75
1751,1.72,3.5,5.0
1752,1.8,3.5,4.5
1753,1.67,3.5,5.5
1754,1.73,3.6,5.25
1755,1.72,4.0,4.5
1756,1.66,3.39,4.5
1757,1.61,3.25,5.5
1758,1.66,3.2,5.0
1759,1.66,4.0,5.0
1760,1.61,3.6,5.0
1761,1.57,3.5,5.0
1762,1.85,3.6,4.5
1763,1.72,3.3,5.0
1764,1.66,3.4,5.5
1765,1.62,3.8,5.5
1766,1.73,3.5,5.0
1767,1.66,3.4,4.5
1768,1.5,3.6,5.5
1769,1.73,3.4,5.25
1770,1.8,3.5,4.5
1771,1.72,3.4,5.0
1772,1.8,3.4,4.5
1773,1.67,3.5,5.5
1774,1.72,3.3,5.0
1775,1.8,3.3,4.75
1776,1.72,3.1,5.5
1777,1.61,3.6,5.5
1778,1.8,3.2,4.75
1779,1.73,3.7,4.6
1780,1.75,3.4,4.75
1781,1.62,3.6,5.5
1782,1.55,4.33,5.25
1783,1.57,3.8,5.5
1784,1.72,3.0,5.0
1785,1.8,3.5,4.75
1786,1.75,3.75,4.75
1787,1.75,3.4,5.0
1788,1.9,2.8,5.0
1789,1.8,3.5,4.75
1790,1.65,3.8,5.5
1791,1.72,3.2,4.5
1792,1.75,3.7,5.5
1793,1.72,3.4,5.0
1794,1.57,4.33,5.0
1795,1.73,3.9,5.25
1796,1.83,3.1,4.75
1797,1.67,3.5,5.5
1798,1.91,3.1,4.5
1799,1.6,4.6,4.75
1800,1.72,3.4,5.0
1801,1.9,3.1,4.5
1802,1.61,3.25,5.0
1803,1.67,3.8,5.0
1804,1.75,3.8,5.25
1805,1.75,3.6,4.75
1806,1.8,3.5,4.5
1807,1.7,3.8,4.75
1808,1.8,3.75,5.0
1809,1.8,3.5,4.5
1810,1.66,3.2,5.0
1811,1.83,3.4,4.5
1812,1.66,3.4,4.5
1813,1.75,3.0,4.75
1814,1.72,3.6,4.75
1815,1.66,3.75,5.25
1816,1.62,3.8,5.5
1817,1.7,3.5,4.5
1818,1.72,3.5,5.0
1819,1.8,3.6,4.5
1820,1.83,3.25,4.75
1821,1.8,3.39,5.0
1822,1.8,3.5,4.5
1823,1.67,3.75,5.0
1824,1.67,4.0,5.0
1825,1.7,3.6,5.0
1826,1.62,3.75,5.5
1827,1.62,3.75,5.5
1828,1.66,3.4,4.5
1829,1.62,4.0,5.25
1830,1.66,3.4,5.5
1831,1.57,3.4,5.5
1832,1.62,4.1,5.0
1833,1.7,3.6,5.0
1834,1.72,3.6,5.25
1835,1.53,4.0,5.25
1836,1.83,3.2,5.0
1837,1.72,3.6,4.75
1838,1.9,2.9,5.0
1839,1.73,4.0,4.5
1840,1.75,3.25,5.5
1841,1.62,3.75,5.5
1842,1.73,3.25,5.5
1843,1.8,3.1,5.5
1844,1.91,3.5,4.6
1845,1.53,3.4,5.5
1846,1.72,3.6,5.0
1847,1.83,3.0,5.0
1848,1.66,3.2,5.0
1849,1.8,3.5,4.5
1850,1.62,4.0,5.5
1851,1.66,3.4,5.5
1852,1.83,3.25,4.5
1853,1.73,3.75,5.0
1854,1.67,3.75,5.5
1855,1.62,3.75,5.5
1856,1.73,3.5,5.0
1857,1.75,3.8,5.25
1858,1.8,3.6,4.5
1859,1.8,3.4,5.0
1860,1.72,4.0,4.5
1861,1.65,3.6,5.5
1862,1.53,3.6,5.5
1863,1.67,4.0,5.0
1864,1.67,3.5,5.5
1865,1.91,3.2,4.5
1866,1.65,4.0,4.75
1867,1.91,3.1,4.5
1868,1.83,3.6,4.5
1869,1.6,4.09,5.0
1870,1.61,3.6,5.5
1871,1.73,3.6,5.0
1872,1.8,3.1,5.0
1873,1.75,4.0,5.0
1874,1.8,3.5,4.75
1875,1.66,3.6,5.0
1876,1.72,3.4,5.0
1877,1.72,2.9,5.0
1878,1.7,3.4,5.5
1879,1.53,3.5,5.5
1880,1.83,3.6,4.5
1881,2.1,2.63,4.75
1882,1.67,3.5,5.5
1883,1.62,4.0,5.5
1884,1.85,3.2,4.5
1885,1.67,3.5,5.5
1886,1.8,3.1,4.75
1887,1.6,4.2,5.25
1888,1.75,3.4,5.0
1889,2.0,2.9,4.5
1890,1.61,3.5,5.0
1891,1.75,3.6,5.0
1892,1.7,4.2,4.5
1893,1.8,3.1,5.0
1894,1.73,3.4,5.25
1895,1.72,3.0,4.5
1896,1.57,3.4,5.5
1897,1.83,3.0,5.0
1898,1.73,3.6,5.0
1899,1.8,3.3,4.75
1900,1.73,3.7,4.6
1901,1.73,3.8,4.75
1902,1.8,3.1,5.0
1903,1.8,3.4,4.75
1904,1.72,3.3,5.5
1905,1.62,4.0,5.0
1906,1.72,3.3,5.0
1907,1.65,3.6,5.0
1908,1.62,4.1,5.0
1909,1.67,3.6,5.5
1910,1.91,3.5,4.75
1911,1.66,3.2,5.0
1912,1.83,3.5,4.5
1913,1.75,3.8,5.25
1914,1.57,4.1,5.5
1915,1.67,3.5,5.5
1916,1.66,3.4,5.5
1917,1.5,3.6,5.5
1918,1.8,3.5,4.75
1919,1.91,3.3,4.5
1920,2.1,2.75,4.5
1921,1.8,3.5,4.5
1922,1.83,3.4,4.5
1923,1.62,3.8,5.5
1924,1.8,3.3,4.5
1925,1.72,3.79,4.75
1926,1.75,3.3,5.25
1927,1.7,4.0,5.25
1928,1.83,3.6,4.75
